train_loss,epoch,step,val_loss
7.054620265960693,0,49,
2.063140869140625,0,99,
1.3775010108947754,0,149,
1.47122061252594,0,199,
1.937374234199524,0,249,
1.1226859092712402,0,299,
,0,312,0.30299055576324463
0.3022215664386749,1,349,
0.3372151255607605,1,399,
0.8196309804916382,1,449,
0.12262572348117828,1,499,
0.181396022439003,1,549,
0.16793173551559448,1,599,
,1,625,0.1055293157696724
0.11225378513336182,2,649,
0.14139212667942047,2,699,
0.10930521786212921,2,749,
0.20699837803840637,2,799,
0.25696176290512085,2,849,
0.14913524687290192,2,899,
,2,938,0.08005473762750626
0.11139503866434097,3,949,
0.1239732950925827,3,999,
0.09905105829238892,3,1049,
0.15817534923553467,3,1099,
0.35132041573524475,3,1149,
0.07549002766609192,3,1199,
0.1282040923833847,3,1249,
,3,1251,0.04316607490181923
0.09313485026359558,4,1299,
0.10021927207708359,4,1349,
0.06158405542373657,4,1399,
0.047168467193841934,4,1449,
0.10086245834827423,4,1499,
0.07637131214141846,4,1549,
,4,1564,0.0367090217769146
0.05017981678247452,5,1599,
0.07119044661521912,5,1649,
0.0976179987192154,5,1699,
0.1179213672876358,5,1749,
0.1316082924604416,5,1799,
0.07435283809900284,5,1849,
,5,1877,0.02548803575336933
0.10261084139347076,6,1899,
0.06670001894235611,6,1949,
0.05473334714770317,6,1999,
0.4666818678379059,6,2049,
0.06318031996488571,6,2099,
0.07858557254076004,6,2149,
,6,2190,0.026697294786572456
0.10197345167398453,7,2199,
0.05747417360544205,7,2249,
0.038506969809532166,7,2299,
0.1034877672791481,7,2349,
0.031558312475681305,7,2399,
0.050489358603954315,7,2449,
0.04060956463217735,7,2499,
,7,2503,0.01691695675253868
0.026495281606912613,8,2549,
0.06533792614936829,8,2599,
0.07047639787197113,8,2649,
0.0484449565410614,8,2699,
0.034706152975559235,8,2749,
0.016838479787111282,8,2799,
,8,2816,0.01118918415158987
0.03376396745443344,9,2849,
0.04046396538615227,9,2899,
0.02017253451049328,9,2949,
0.027615396305918694,9,2999,
0.02180679328739643,9,3049,
0.013608214445412159,9,3099,
,9,3129,0.010023081675171852
