train_loss,epoch,step,val_loss
2.3686776161193848,0,49,
2.9471840858459473,0,99,
1.6294572353363037,0,149,
2.117807388305664,0,199,
0.7856534719467163,0,249,
1.1932352781295776,0,299,
,0,312,0.562885046005249
0.33624884486198425,1,349,
0.29096725583076477,1,399,
0.3480738401412964,1,449,
0.1387888640165329,1,499,
0.19133427739143372,1,549,
0.23198285698890686,1,599,
,1,625,0.13825248181819916
0.176840677857399,2,649,
0.2840413451194763,2,699,
0.29881465435028076,2,749,
0.0961572676897049,2,799,
0.1850731074810028,2,849,
0.11847244203090668,2,899,
,2,938,0.07713013887405396
0.16611401736736298,3,949,
0.12878409028053284,3,999,
0.0643848329782486,3,1049,
0.3627495765686035,3,1099,
0.10785181075334549,3,1149,
0.09079479426145554,3,1199,
0.1258837878704071,3,1249,
,3,1251,0.05321164429187775
0.06107405573129654,4,1299,
0.2052016407251358,4,1349,
0.5256388783454895,4,1399,
0.06274893879890442,4,1449,
0.08656299114227295,4,1499,
0.08536528795957565,4,1549,
,4,1564,0.03513960912823677
0.13420556485652924,5,1599,
0.0706602931022644,5,1649,
0.057249750941991806,5,1699,
0.07054224610328674,5,1749,
0.13812026381492615,5,1799,
0.032585252076387405,5,1849,
,5,1877,0.025791723281145096
0.041638873517513275,6,1899,
0.0641380175948143,6,1949,
0.09874680638313293,6,1999,
0.04481605067849159,6,2049,
0.10920366644859314,6,2099,
0.023504775017499924,6,2149,
,6,2190,0.020960042253136635
0.05319523438811302,7,2199,
0.05567874759435654,7,2249,
0.09264295548200607,7,2299,
0.06201140210032463,7,2349,
0.08652745932340622,7,2399,
0.06802324950695038,7,2449,
0.01751626841723919,7,2499,
,7,2503,0.0185193233191967
0.15650363266468048,8,2549,
0.030866170302033424,8,2599,
0.06369158625602722,8,2649,
0.036305345594882965,8,2699,
0.028034189715981483,8,2749,
0.028988726437091827,8,2799,
,8,2816,0.018759720027446747
0.04324790835380554,9,2849,
0.867279589176178,9,2899,
0.032624781131744385,9,2949,
0.03431202471256256,9,2999,
0.02891678735613823,9,3049,
0.07621010392904282,9,3099,
,9,3129,0.01635771431028843
