train_loss,epoch,step,val_loss
7.460494518280029,0,49,
2.326286792755127,0,99,
1.2428152561187744,0,149,
1.5836529731750488,0,199,
0.7726408243179321,0,249,
0.34628307819366455,0,299,
,0,312,0.3432031571865082
0.12462391704320908,1,349,
0.14219477772712708,1,399,
0.19491298496723175,1,449,
0.137404665350914,1,499,
0.23196788132190704,1,549,
0.19706209003925323,1,599,
,1,625,0.1251746416091919
0.6885360479354858,2,649,
0.11346998065710068,2,699,
0.14133670926094055,2,749,
0.16746008396148682,2,799,
0.18005824089050293,2,849,
0.08863545954227448,2,899,
,2,938,0.07857582718133926
0.35356441140174866,3,949,
0.32067903876304626,3,999,
0.10166150331497192,3,1049,
0.15442372858524323,3,1099,
0.11767435073852539,3,1149,
0.11896799504756927,3,1199,
0.09281761199235916,3,1249,
,3,1251,0.06383108347654343
0.08654677867889404,4,1299,
0.08487344533205032,4,1349,
0.11189642548561096,4,1399,
0.0569092333316803,4,1449,
0.0891452357172966,4,1499,
0.10711659491062164,4,1549,
,4,1564,0.05404609814286232
0.06475856155157089,5,1599,
0.05821533501148224,5,1649,
0.07974525541067123,5,1699,
0.03872993588447571,5,1749,
0.07451798766851425,5,1799,
0.08440239727497101,5,1849,
,5,1877,0.04276151582598686
1.1188890933990479,6,1899,
0.035649705678224564,6,1949,
0.14384149014949799,6,1999,
0.3950766623020172,6,2049,
0.06627228856086731,6,2099,
0.19853712618350983,6,2149,
,6,2190,0.029442451894283295
0.09667905420064926,7,2199,
0.03935541957616806,7,2249,
0.05739303678274155,7,2299,
0.05605568736791611,7,2349,
0.037291236221790314,7,2399,
0.053775615990161896,7,2449,
0.050382569432258606,7,2499,
,7,2503,0.024863379076123238
0.07603216171264648,8,2549,
0.05708235874772072,8,2599,
0.020132843405008316,8,2649,
0.07994824647903442,8,2699,
0.03211481496691704,8,2749,
0.13268841803073883,8,2799,
,8,2816,0.023270506411790848
0.0400400273501873,9,2849,
0.048175934702157974,9,2899,
0.028112582862377167,9,2949,
0.03837981075048447,9,2999,
0.0862216055393219,9,3049,
0.047303132712841034,9,3099,
,9,3129,0.025436190888285637
