train_loss,epoch,step,val_loss
3.242398500442505,0,49,
1.670287847518921,0,99,
1.9200108051300049,0,149,
1.2889161109924316,0,199,
0.4485527276992798,0,249,
0.4170418679714203,0,299,
,0,312,0.4509897232055664
0.8144157528877258,1,349,
0.31363677978515625,1,399,
0.13365840911865234,1,449,
0.30877241492271423,1,499,
0.27001070976257324,1,549,
0.1143670603632927,1,599,
,1,625,0.1340998113155365
0.27451667189598083,2,649,
0.12687276303768158,2,699,
0.20586496591567993,2,749,
0.17384259402751923,2,799,
0.12914399802684784,2,849,
0.13396210968494415,2,899,
,2,938,0.09737896919250488
0.1790236383676529,3,949,
0.24073617160320282,3,999,
0.07614149153232574,3,1049,
0.10606355965137482,3,1099,
0.35867729783058167,3,1149,
0.4813053607940674,3,1199,
0.08426876366138458,3,1249,
,3,1251,0.07550564408302307
0.05206117779016495,4,1299,
0.06433521211147308,4,1349,
0.09028799831867218,4,1399,
0.05498164892196655,4,1449,
0.15251514315605164,4,1499,
0.07618535310029984,4,1549,
,4,1564,0.06277476251125336
0.13192452490329742,5,1599,
0.10158457607030869,5,1649,
0.0802067369222641,5,1699,
0.0372297428548336,5,1749,
0.08990627527236938,5,1799,
0.038196414709091187,5,1849,
,5,1877,0.051878079771995544
0.04447705298662186,6,1899,
0.060855671763420105,6,1949,
0.03470339626073837,6,1999,
0.2134266346693039,6,2049,
0.04459558054804802,6,2099,
0.0454765260219574,6,2149,
,6,2190,0.04072169214487076
0.04471306875348091,7,2199,
0.2650115489959717,7,2249,
0.09560832381248474,7,2299,
0.03208278492093086,7,2349,
0.04501170665025711,7,2399,
0.049131155014038086,7,2449,
