train_loss,epoch,step,val_loss
5.164622783660889,0,49,
4.954253196716309,0,99,
1.2509169578552246,0,149,
0.3957037031650543,0,199,
0.7797170281410217,0,249,
0.7910652756690979,0,299,
,0,312,0.4000598192214966
0.10993130505084991,1,349,
0.30050766468048096,1,399,
0.26536285877227783,1,449,
0.17515593767166138,1,499,
0.30217859148979187,1,549,
0.21741361916065216,1,599,
,1,625,0.2531149983406067
0.26562952995300293,2,649,
0.14281831681728363,2,699,
0.07360813021659851,2,749,
0.14803412556648254,2,799,
0.0638158991932869,2,849,
0.5432964563369751,2,899,
,2,938,0.21285682916641235
0.10177895426750183,3,949,
0.4641720652580261,3,999,
0.06199079751968384,3,1049,
0.10294322669506073,3,1099,
0.2567545175552368,3,1149,
0.12387193739414215,3,1199,
0.12773668766021729,3,1249,
,3,1251,0.15837331116199493
0.1428666114807129,4,1299,
0.14027085900306702,4,1349,
0.05553091689944267,4,1399,
0.05968567728996277,4,1449,
0.054157961159944534,4,1499,
0.24474118649959564,4,1549,
,4,1564,0.11594577133655548
0.08001714199781418,5,1599,
0.17365266382694244,5,1649,
0.07190985977649689,5,1699,
0.0849158838391304,5,1749,
0.11181890964508057,5,1799,
0.0233609601855278,5,1849,
,5,1877,0.08948267996311188
0.059030186384916306,6,1899,
0.03711158037185669,6,1949,
0.10972970724105835,6,1999,
0.09639671444892883,6,2049,
0.03861486539244652,6,2099,
0.061716679483652115,6,2149,
,6,2190,0.0747562125325203
0.03826048970222473,7,2199,
0.05945458635687828,7,2249,
0.046680670231580734,7,2299,
0.0832323431968689,7,2349,
0.10493926703929901,7,2399,
0.07344086468219757,7,2449,
0.03774896636605263,7,2499,
,7,2503,0.06583192944526672
0.0323047861456871,8,2549,
0.023725733160972595,8,2599,
0.2420324981212616,8,2649,
0.14248108863830566,8,2699,
0.049685217440128326,8,2749,
0.07335341721773148,8,2799,
,8,2816,0.058750174939632416
0.031716879457235336,9,2849,
0.024380695074796677,9,2899,
0.04262314736843109,9,2949,
0.031210996210575104,9,2999,
0.057198114693164825,9,3049,
0.45596402883529663,9,3099,
,9,3129,0.05264865979552269
