train_loss,epoch,step,val_loss
2.425691604614258,0,49,
2.0058035850524902,0,99,
1.6428191661834717,0,149,
1.888474702835083,0,199,
1.062581181526184,0,249,
0.6380467414855957,0,299,
,0,312,1.1437716484069824
0.2673262357711792,1,349,
0.18306022882461548,1,399,
0.3091444671154022,1,449,
1.0275788307189941,1,499,
0.24765071272850037,1,549,
0.5166453719139099,1,599,
,1,625,0.383630633354187
0.13903109729290009,2,649,
0.74510657787323,2,699,
0.2118450403213501,2,749,
0.12180943042039871,2,799,
0.21280984580516815,2,849,
0.27001768350601196,2,899,
,2,938,0.26585495471954346
0.14953671395778656,3,949,
0.18045233190059662,3,999,
0.09509105980396271,3,1049,
0.1225099265575409,3,1099,
0.1756572723388672,3,1149,
0.24196186661720276,3,1199,
0.1389724612236023,3,1249,
,3,1251,0.198147252202034
0.1867377907037735,4,1299,
0.2849331498146057,4,1349,
0.5387346744537354,4,1399,
0.07721028476953506,4,1449,
0.16707266867160797,4,1499,
0.2565208375453949,4,1549,
,4,1564,0.1644245684146881
0.4035418927669525,5,1599,
0.036404188722372055,5,1649,
0.043030619621276855,5,1699,
0.11275701224803925,5,1749,
0.21480891108512878,5,1799,
0.07078636437654495,5,1849,
,5,1877,0.14491930603981018
0.06870164722204208,6,1899,
0.09958503395318985,6,1949,
0.10619277507066727,6,1999,
